Content,NH,OSA,Q_type,Qid01,Qid02,Qid03,Test_id,Text_test_Q,accept_status,browser_codename,browser_name,browser_version,checkbox_status,correct_response,date_startdate,date_startdateUTC,date_starttime,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,jatosStudyResultId,jatosVersion,queryParams_batchId,queryParams_jatosWorkerId,response,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,system_os
在運動團隊的相關研究中，教練採取嚴格的控制手段要求選手在訓練中付出努力，是十分常見的現象。過往亦有不少研究者從威權領導的理論觀點切入來探討此一現象，然而，儘管這些研究已累積了初步的研究成果，但多侷限於相似概念的質性訪談，沒有直接以實徵研究來釐清教練威權領導與選手努力行為的關係。因此，對於威權領導是否真的能促使選手付出更多努力，仍缺乏一明確的答案，形成了重要的研究缺口。為了彌補此一缺口，本研究依循雙向度威權領導的概念架構，將之區分為專權領導與尚嚴領導，並從領導權變觀點出發，提出了選手的目標導向作為邊界條件的理論模型。根據348筆大專甲組棒球員的資料顯示，尚嚴領導會提升選手的努力行為；但當選手擁有高逃避表現目標導向或高證明表現目標導向時，此一正向路徑的效果會弱化。另一方面，只有在選手擁有低證明表現目標導向時，專權領導才會對選手的努力行為具有負向預測效果。藉此，本研究釐清了教練的嚴格控制是否會促使選手更加努力，補足過往對此一重要現象缺乏實徵研究的缺口。,N,Y,Post_survey,6,None,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
在運動團隊的相關研究中，教練採取嚴格的控制手段要求選手在訓練中付出努力，是十分常見的現象。過往亦有不少研究者從威權領導的理論觀點切入來探討此一現象，然而，儘管這些研究已累積了初步的研究成果，但多侷限於相似概念的質性訪談，沒有直接以實徵研究來釐清教練威權領導與選手努力行為的關係。因此，對於威權領導是否真的能促使選手付出更多努力，仍缺乏一明確的答案，形成了重要的研究缺口。為了彌補此一缺口，本研究依循雙向度威權領導的概念架構，將之區分為專權領導與尚嚴領導，並從領導權變觀點出發，提出了選手的目標導向作為邊界條件的理論模型。根據348筆大專甲組棒球員的資料顯示，尚嚴領導會提升選手的努力行為；但當選手擁有高逃避表現目標導向或高證明表現目標導向時，此一正向路徑的效果會弱化。另一方面，只有在選手擁有低證明表現目標導向時，專權領導才會對選手的努力行為具有負向預測效果。藉此，本研究釐清了教練的嚴格控制是否會促使選手更加努力，補足過往對此一重要現象缺乏實徵研究的缺口。,N,Y,Post_survey,6,None,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
在運動團隊的相關研究中，教練採取嚴格的控制手段要求選手在訓練中付出努力，是十分常見的現象。過往亦有不少研究者從威權領導的理論觀點切入來探討此一現象，然而，儘管這些研究已累積了初步的研究成果，但多侷限於相似概念的質性訪談，沒有直接以實徵研究來釐清教練威權領導與選手努力行為的關係。因此，對於威權領導是否真的能促使選手付出更多努力，仍缺乏一明確的答案，形成了重要的研究缺口。為了彌補此一缺口，本研究依循雙向度威權領導的概念架構，將之區分為專權領導與尚嚴領導，並從領導權變觀點出發，提出了選手的目標導向作為邊界條件的理論模型。根據348筆大專甲組棒球員的資料顯示，尚嚴領導會提升選手的努力行為；但當選手擁有高逃避表現目標導向或高證明表現目標導向時，此一正向路徑的效果會弱化。另一方面，只有在選手擁有低證明表現目標導向時，專權領導才會對選手的努力行為具有負向預測效果。藉此，本研究釐清了教練的嚴格控制是否會促使選手更加努力，補足過往對此一重要現象缺乏實徵研究的缺口。,N,Y,Post_survey,6,None,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
在運動團隊的相關研究中，教練採取嚴格的控制手段要求選手在訓練中付出努力，是十分常見的現象。過往亦有不少研究者從威權領導的理論觀點切入來探討此一現象，然而，儘管這些研究已累積了初步的研究成果，但多侷限於相似概念的質性訪談，沒有直接以實徵研究來釐清教練威權領導與選手努力行為的關係。因此，對於威權領導是否真的能促使選手付出更多努力，仍缺乏一明確的答案，形成了重要的研究缺口。為了彌補此一缺口，本研究依循雙向度威權領導的概念架構，將之區分為專權領導與尚嚴領導，並從領導權變觀點出發，提出了選手的目標導向作為邊界條件的理論模型。根據348筆大專甲組棒球員的資料顯示，尚嚴領導會提升選手的努力行為；但當選手擁有高逃避表現目標導向或高證明表現目標導向時，此一正向路徑的效果會弱化。另一方面，只有在選手擁有低證明表現目標導向時，專權領導才會對選手的努力行為具有負向預測效果。藉此，本研究釐清了教練的嚴格控制是否會促使選手更加努力，補足過往對此一重要現象缺乏實徵研究的缺口。,N,Y,Post_survey,6,None,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
在運動團隊的相關研究中，教練採取嚴格的控制手段要求選手在訓練中付出努力，是十分常見的現象。過往亦有不少研究者從威權領導的理論觀點切入來探討此一現象，然而，儘管這些研究已累積了初步的研究成果，但多侷限於相似概念的質性訪談，沒有直接以實徵研究來釐清教練威權領導與選手努力行為的關係。因此，對於威權領導是否真的能促使選手付出更多努力，仍缺乏一明確的答案，形成了重要的研究缺口。為了彌補此一缺口，本研究依循雙向度威權領導的概念架構，將之區分為專權領導與尚嚴領導，並從領導權變觀點出發，提出了選手的目標導向作為邊界條件的理論模型。根據348筆大專甲組棒球員的資料顯示，尚嚴領導會提升選手的努力行為；但當選手擁有高逃避表現目標導向或高證明表現目標導向時，此一正向路徑的效果會弱化。另一方面，只有在選手擁有低證明表現目標導向時，專權領導才會對選手的努力行為具有負向預測效果。藉此，本研究釐清了教練的嚴格控制是否會促使選手更加努力，補足過往對此一重要現象缺乏實徵研究的缺口。,N,Y,Post_survey,6,None,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,想,1080,1920,24,1080,24,1912,1072,1920,Win32
10_OLS.txt,N,Y,Post_survey,6,10,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
10_OLS.txt,N,Y,Post_survey,6,10,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
10_OLS.txt,N,Y,Post_survey,6,10,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
10_OLS.txt,N,Y,Post_survey,6,10,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
10_OLS.txt,N,Y,Post_survey,6,10,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
10_OLS.txt,N,Y,Post_survey,6,10,None,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,不想,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Post_survey,6,10,4,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Post_survey,6,10,4,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Post_survey,6,10,4,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Post_survey,6,10,4,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Post_survey,6,10,4,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Post_survey,6,10,4,None,None,None,Mozilla,Netscape,5.0 (Windows),None,None,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,想,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,3,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,想,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,10,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,10,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,11,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,2,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,11,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,9,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,3,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,1,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,4,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,6,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,8,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,5,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,6,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,4,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,12,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,5,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,7,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,2,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,12,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,8,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,1,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,9,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
04_OLS.txt,N,Y,Knowledge,6,10,4,7,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
<h2>背景</h2> 在日常生活中，你是否曾經有過要找某樣東西卻怎麼樣也找不到的經驗呢？通常我們都會認為顯眼的物體在雜亂的環境中較容易被找到，相似的物體較難以被搜尋。<h2>為什麼進行這項研究</h2>生物界中也有諸多類似原則的例子，像是動物們為了躲避天敵，會透過偽裝的方式躲藏於環境中。而過去許多關於視覺注意力的研究亦指出，顯眼的物體確實較容易攫取注意力。<h2>研究人員做了什麼，發現了什麼？</h2>中國醫藥大學神經科學與認知科學研究所李金鈴教授及其學生呂怡慧之研究發現，當個體在搜尋物體時，是否能夠偵測到目標物最重要的關鍵，並非是因為目標物相較於其他干擾物具有顯著性，或是目標物與其他干擾物具有相似性，而是目標物是否與其他干擾物產生連續性的知覺。以生物的偽裝機制為例，我們最常見的就是生物會透過顏色或擬態的方式使自身融入環境以躲避危險，儘管有些生物本身具有相當鮮豔的顏色，但只要可以利用身上的條紋或是肢體型態使自身與環境中的物體排列一致，將能夠製造出連續性的特性，使自己融入環境中而不容易被察覺。<h2>這些發現意味著什麼</h2><br>另外，街上商店招牌的形狀樣式是否具有連續性的特性，亦會影響人們在搜尋上的差異，當街上的商店招牌都採用相同大小形狀的樣式，儘管許多商家會透過用鮮艷的顏色來做區隔，仍會使人們較難以找到目標商店；反之，若各商家的招牌排列不一致，則較不會有被遮蔽的情況發生。因此，在生活的許多設計中，想要更快地被人們注意到，並非要著重在顏色或形狀與周遭不一樣，而是要避免與周遭的事物形成連續性的知覺所產生的遮蔽效果。,N,N,Post_survey,3,10,4,7,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
<h2>背景</h2> 在日常生活中，你是否曾經有過要找某樣東西卻怎麼樣也找不到的經驗呢？通常我們都會認為顯眼的物體在雜亂的環境中較容易被找到，相似的物體較難以被搜尋。<h2>為什麼進行這項研究</h2>生物界中也有諸多類似原則的例子，像是動物們為了躲避天敵，會透過偽裝的方式躲藏於環境中。而過去許多關於視覺注意力的研究亦指出，顯眼的物體確實較容易攫取注意力。<h2>研究人員做了什麼，發現了什麼？</h2>中國醫藥大學神經科學與認知科學研究所李金鈴教授及其學生呂怡慧之研究發現，當個體在搜尋物體時，是否能夠偵測到目標物最重要的關鍵，並非是因為目標物相較於其他干擾物具有顯著性，或是目標物與其他干擾物具有相似性，而是目標物是否與其他干擾物產生連續性的知覺。以生物的偽裝機制為例，我們最常見的就是生物會透過顏色或擬態的方式使自身融入環境以躲避危險，儘管有些生物本身具有相當鮮豔的顏色，但只要可以利用身上的條紋或是肢體型態使自身與環境中的物體排列一致，將能夠製造出連續性的特性，使自己融入環境中而不容易被察覺。<h2>這些發現意味著什麼</h2><br>另外，街上商店招牌的形狀樣式是否具有連續性的特性，亦會影響人們在搜尋上的差異，當街上的商店招牌都採用相同大小形狀的樣式，儘管許多商家會透過用鮮艷的顏色來做區隔，仍會使人們較難以找到目標商店；反之，若各商家的招牌排列不一致，則較不會有被遮蔽的情況發生。因此，在生活的許多設計中，想要更快地被人們注意到，並非要著重在顏色或形狀與周遭不一樣，而是要避免與周遭的事物形成連續性的知覺所產生的遮蔽效果。,N,N,Post_survey,3,10,4,7,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
<h2>背景</h2> 在日常生活中，你是否曾經有過要找某樣東西卻怎麼樣也找不到的經驗呢？通常我們都會認為顯眼的物體在雜亂的環境中較容易被找到，相似的物體較難以被搜尋。<h2>為什麼進行這項研究</h2>生物界中也有諸多類似原則的例子，像是動物們為了躲避天敵，會透過偽裝的方式躲藏於環境中。而過去許多關於視覺注意力的研究亦指出，顯眼的物體確實較容易攫取注意力。<h2>研究人員做了什麼，發現了什麼？</h2>中國醫藥大學神經科學與認知科學研究所李金鈴教授及其學生呂怡慧之研究發現，當個體在搜尋物體時，是否能夠偵測到目標物最重要的關鍵，並非是因為目標物相較於其他干擾物具有顯著性，或是目標物與其他干擾物具有相似性，而是目標物是否與其他干擾物產生連續性的知覺。以生物的偽裝機制為例，我們最常見的就是生物會透過顏色或擬態的方式使自身融入環境以躲避危險，儘管有些生物本身具有相當鮮豔的顏色，但只要可以利用身上的條紋或是肢體型態使自身與環境中的物體排列一致，將能夠製造出連續性的特性，使自己融入環境中而不容易被察覺。<h2>這些發現意味著什麼</h2><br>另外，街上商店招牌的形狀樣式是否具有連續性的特性，亦會影響人們在搜尋上的差異，當街上的商店招牌都採用相同大小形狀的樣式，儘管許多商家會透過用鮮艷的顏色來做區隔，仍會使人們較難以找到目標商店；反之，若各商家的招牌排列不一致，則較不會有被遮蔽的情況發生。因此，在生活的許多設計中，想要更快地被人們注意到，並非要著重在顏色或形狀與周遭不一樣，而是要避免與周遭的事物形成連續性的知覺所產生的遮蔽效果。,N,N,Post_survey,3,10,4,7,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
<h2>背景</h2> 在日常生活中，你是否曾經有過要找某樣東西卻怎麼樣也找不到的經驗呢？通常我們都會認為顯眼的物體在雜亂的環境中較容易被找到，相似的物體較難以被搜尋。<h2>為什麼進行這項研究</h2>生物界中也有諸多類似原則的例子，像是動物們為了躲避天敵，會透過偽裝的方式躲藏於環境中。而過去許多關於視覺注意力的研究亦指出，顯眼的物體確實較容易攫取注意力。<h2>研究人員做了什麼，發現了什麼？</h2>中國醫藥大學神經科學與認知科學研究所李金鈴教授及其學生呂怡慧之研究發現，當個體在搜尋物體時，是否能夠偵測到目標物最重要的關鍵，並非是因為目標物相較於其他干擾物具有顯著性，或是目標物與其他干擾物具有相似性，而是目標物是否與其他干擾物產生連續性的知覺。以生物的偽裝機制為例，我們最常見的就是生物會透過顏色或擬態的方式使自身融入環境以躲避危險，儘管有些生物本身具有相當鮮豔的顏色，但只要可以利用身上的條紋或是肢體型態使自身與環境中的物體排列一致，將能夠製造出連續性的特性，使自己融入環境中而不容易被察覺。<h2>這些發現意味著什麼</h2><br>另外，街上商店招牌的形狀樣式是否具有連續性的特性，亦會影響人們在搜尋上的差異，當街上的商店招牌都採用相同大小形狀的樣式，儘管許多商家會透過用鮮艷的顏色來做區隔，仍會使人們較難以找到目標商店；反之，若各商家的招牌排列不一致，則較不會有被遮蔽的情況發生。因此，在生活的許多設計中，想要更快地被人們注意到，並非要著重在顏色或形狀與周遭不一樣，而是要避免與周遭的事物形成連續性的知覺所產生的遮蔽效果。,N,N,Post_survey,3,10,4,7,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,6,1080,1920,24,1080,24,1912,1072,1920,Win32
